483;1;96;Silent Night;Johnny Cash;https://www.youtube.com/watch?v=B_MD3ZIpmzM;True
484;1;97;Silent Night, Holy Night;Andy Williams;https://www.youtube.com/watch?v=HMvcitmTr2s;True
494;1;107;We Wish You a Merry Christmas / Silent Night, Holy Night / O Come All Ye Faithful / Jingle Bells / Where Is Love;Tony Bennett;https://www.youtube.com/watch?v=AaXKHFWF5zg;True
500;1;113;Silent Night;Charlie McCoy;https://www.youtube.com/watch?v=EKA1SWUOHFE;True
501;1;114;Silent Night, Holy Night;John Denver;https://www.youtube.com/watch?v=SD38IMT1EdY;True
504;1;117;Silent Night;The Yobs;https://www.youtube.com/watch?v=Uo_IvRodS9Q;True
522;1;135;Silent Night;Arne Benoni;https://www.youtube.com/watch?v=qACBxtX6z-o;False
534;1;147;Silent Night;Diana Ross;https://www.youtube.com/watch?v=JK-WxPhbhPQ;False
540;1;153;Silent Night;Michael Bolton;https://www.youtube.com/watch?v=JInBGggZyKU;True
548;1;161;Silent Night;Lillias White;https://www.youtube.com/watch?v=l5kycJNAUSk;True
554;1;167;Silent Night;Celtic Woman;https://www.youtube.com/watch?v=uLJM7AlUCUs;True
558;1;171;Silent Night;Faster Pussycat;https://www.youtube.com/watch?v=_1DNk7fBQIQ;True
559;1;172;Silent Night;Josh Groban;https://www.youtube.com/watch?v=D_kb3kiO4Uo;True
560;1;173;Silent Night;Taylor Swift;https://www.youtube.com/watch?v=EZPjwaZ5FCI;False
585;1;198;Silent Night;The Baseballs;https://www.youtube.com/watch?v=ZPDg_mt-Kgg;True
600;1;213;Silent Night;Daniel Rodriguez featuring Karina Nuvo;https://www.youtube.com/watch?v=5OSOkRQhAnA;True
606;1;219;Silent Night;The Swing Kittens;https://www.youtube.com/watch?v=vGtdLSGG0i8;True
614;1;227;Silent Night;Barrett Baber;https://www.youtube.com/watch?v=RNBdiudiW20;True
618;1;231;Silent Night;Peter Andre;https://www.youtube.com/watch?v=_lEBVMYfqOw;True
621;1;234;Silent Night;Jordan Smith;https://www.youtube.com/watch?v=9hmhc6o_CEs;True
622;1;235;Silent Night;Kris Allen;https://www.youtube.com/watch?v=01sQ1EnTWl8;True
628;1;241;Silent Night;Ollie Lee;https://www.youtube.com/watch?v=FzU8VWkWeSE;True
630;1;243;Silent Night;Kwon Byung Ho;https://www.youtube.com/watch?v=91HuLSctxfw;True
633;1;246;Douce nuit;Zazie & Calogero;https://www.youtube.com/watch?v=ezMDk3zHECY;True
638;2;75;Silent Night, Holy Night;Jo Stafford;https://www.youtube.com/watch?v=e5QhJHA3ykQ;True
639;2;76;Silent Night;Mario Lanza;https://www.youtube.com/watch?v=gI5pn0a6xTs;True
647;3;5;O Holy Night;Arthur Lyman;https://www.youtube.com/watch?v=op8NJ53sRM0;True
651;3;10;O Holy Night;Chris Rice;https://www.youtube.com/watch?v=H2OkkQw45-M;True
664;3;23;O Holy Night;Pat Boone;https://www.youtube.com/watch?v=I_N08sU3nWU;True
665;3;24;O Holy Night;Nat King Cole;https://www.youtube.com/watch?v=ZRfLl5OEDy8;True
668;3;27;Medley: O Holy Night / We Three Kings of Orient Are / Deck the Halls with Boughs of Holly;Ray Conniff and The Ray Conniff Singers;https://www.youtube.com/watch?v=LezCB8QN7QY;True
688;3;48;Holy Night;Smokie;https://www.youtube.com/watch?v=-ukYXZ93FB0;True
696;3;56;O Holy Night;Wynonna;https://www.youtube.com/watch?v=pScH_4c-KUE;True
705;3;65;O, Holy Night;Michele Pillar;https://www.youtube.com/watch?v=DSwlF-zIbk8;True
721;3;81;O Holy Night;Scott Weiland;https://www.youtube.com/watch?v=nMr20PeARbw;True
731;3;91;O Holy Night;Nathan Pacheco;https://www.youtube.com/watch?v=6QcYapo1MIs;True
733;3;93;O Holy Night;Kris Allen;https://www.youtube.com/watch?v=wKWAUdmly2w;True
742;3;102;O Holy Night;Gregorian;https://www.youtube.com/watch?v=uJ_OgU0yGIc;True
743;3;103;O Holy Night;Daniel Rodriguez;https://www.youtube.com/watch?v=jlgPivg7cTE;True
762;3;123;O Holy Night;Shane Harper;https://www.youtube.com/watch?v=_-BMzQZ2ww4;True
764;3;126;O Holy Night;Billy Vaughn and His Orchestra;https://www.youtube.com/watch?v=KbTTr5J3koY;True
765;3;127;Julsång;Jussi Björling med K. Hovkapellet;https://www.youtube.com/watch?v=D71EilB2CI0;True
767;3;129;O helga natt;Sissel Kyrkjebø;https://www.youtube.com/watch?v=_Xp5gbgeFTg;True
768;3;130;O helga natt;Tommy Körberg;https://www.youtube.com/watch?v=t4wlQmIORuo;True
783;4;12;Greensleeves;Blackmore's Night;https://www.youtube.com/watch?v=RelargxXEw8;True
791;4;20;Greensleeves;Eef Barzelay;https://www.youtube.com/watch?v=QJj7Ney0bz0;True
793;4;22;Greensleeves;Hank Garland;https://www.youtube.com/watch?v=nCHhbzVAGMk;True
794;4;23;Greensleeves;Paul Desmond;https://www.youtube.com/watch?v=XsRU1iXEP5k;True
799;4;28;Greensleeves;The Atlantics;https://www.youtube.com/watch?v=zGc_CL5WBVA;True
805;4;34;Greensleeves;Manuel-Doloroso Band;https://www.youtube.com/watch?v=_C4meeBIK5k;True
813;4;42;Greensleeves;Kenny G;https://www.youtube.com/watch?v=tVL3wb1yVm8;True
819;4;48;What Child Is This;Chris Rice;https://www.youtube.com/watch?v=1JPZejxHrEI;True
825;4;54;Greensleeves;Roy Haynes;https://www.youtube.com/watch?v=YedEXZw6Dd0;True
826;4;55;What Child Is This;Rev. Horton Heat;https://www.youtube.com/watch?v=u8WtngHkdVs;False
843;4;72;What Child Is This;Joe Caron & Frederick Lewis DeAngelis;https://www.youtube.com/watch?v=m6UjY6gtU7U;True
844;4;73;What Child Is This?;Adam Record;https://www.youtube.com/watch?v=k9qPxYCh3NY;True
853;4;82;What Child Is This;John Anderson;https://www.youtube.com/watch?v=9i31ekJqVDA;True
867;4;97;What Child Is This?;Andrea Bocelli with Mary J. Blige;https://www.youtube.com/watch?v=4bH6iYBuFq4;False
871;4;101;What Child Is This?;Scott Weiland;https://www.youtube.com/watch?v=qTceR2P9uYA;True
884;4;115;What Child Is This;Jordan Smith;https://www.youtube.com/watch?v=wJFpHpGrjgw;True
890;4;121;Amsterdam;Jacques Brel;https://www.youtube.com/watch?v=n2kkr0e_dTQ;True
902;4;133;Amsterdam;Goodbye Mr. Mackenzie;https://www.youtube.com/watch?v=N7eGriSwCYw;True
906;4;137;Amsterdam;Queen Bee;https://www.youtube.com/watch?v=yTb2O6MnRpo;True
908;4;139;Greensleeves (Mein Land);Ivan Rebroff;https://www.youtube.com/watch?v=vFAlKx_McDk;True
909;5;0;White Christmas;Bing Crosby & Martha Mears;https://www.youtube.com/watch?v=RhNgZQxKESw;True
914;5;5;White Christmas;Eddy Howard and His Orchestra;https://www.youtube.com/watch?v=YF2QqL0l7Xc;True
918;5;9;White Christmas;Sister Rosetta Tharpe with Rosette Gospel Singers;https://www.youtube.com/watch?v=VjY_p-EgHLs;True
921;5;12;White Christmas;Les Paul and Mary Ford;https://www.youtube.com/watch?v=GL6VWzrklDo;True
923;5;14;White Christmas;Rosemary Clooney with Percy Faith and His Orchestra and The Mellomen;https://www.youtube.com/watch?v=97xyTviQLq0;True
926;5;17;White Christmas;Pat Boone;https://www.youtube.com/watch?v=mBez_nWNj4I;True
927;5;18;White Christmas;Johnny Mathis;https://www.youtube.com/watch?v=X_kfUed9O84;True
929;5;20;White Christmas;Connie Francis;https://www.youtube.com/watch?v=mVyGPA3vxow;True
934;5;25;White Christmas;The Blue Diamonds;https://www.youtube.com/watch?v=N-zMd5AIIZ0;True
935;5;26;White Christmas;The Lennon Sisters;https://www.youtube.com/watch?v=H0MM2QNtEk0;True
937;5;28;White Christmas;Keely Smith;https://www.youtube.com/watch?v=njJyikqVRvo;True
943;5;34;White Christmas;Jackie Wilson;https://www.youtube.com/watch?v=onzlbw5up94;True
946;5;37;White Christmas;Andy Williams;https://www.youtube.com/watch?v=idF4-1oGILU;True
962;5;53;White Christmas;The Hep Stars;https://www.youtube.com/watch?v=OtzYWZ0tpDs;True
979;5;70;White Christmas;Stiff Little Fingers;https://www.youtube.com/watch?v=yx2doRHPwkQ;True
1003;5;94;White Christmas;Arne Benoni;https://www.youtube.com/watch?v=M9Ln59m0JEI;False
1010;5;101;White X-Mas;Shu-bi-40;https://www.youtube.com/watch?v=5zq1V_j2bJ4;False
1011;5;102;White Christmas;4him;https://www.youtube.com/watch?v=8geTpTmg8Mg;True
1018;5;109;White Christmas;Daniel O'Donnell;https://www.youtube.com/watch?v=qLNwcqZsY_c;True
1027;5;118;White Christmas;The Impossibles;https://www.youtube.com/watch?v=ob0lJXJiJGw;True
1030;5;121;White Christmas;Babyface;https://www.youtube.com/watch?v=HTAivply3uQ;False
1033;5;124;White Christmas;Ringo Starr;https://www.youtube.com/watch?v=WGtJil8MQSM;True
1042;5;133;White Christmas;Audra McDonald;https://www.youtube.com/watch?v=9qeLDqVXqTQ;True
1050;5;141;White Christmas;Michael Bublé;https://www.youtube.com/watch?v=8OsgqpnuizY;True
1051;5;142;White Christmas;The Blind Boys of Alabama featuring Les McCann;https://www.youtube.com/watch?v=tTmcbE93Quw;True
1064;5;155;White Christmas;Celtic Woman;https://www.youtube.com/watch?v=CcEsypy6tIE;True
1070;5;161;White Christmas;Taylor Swift;https://www.youtube.com/watch?v=qZhdTxgnLTE;False
1085;5;176;White Christmas;Gary U.S. Bonds;https://www.youtube.com/watch?v=fzmV-Rrxaps;False
1116;5;207;White Christmas;Arthur Lyman;https://www.youtube.com/watch?v=DRgM1SBAXiw;True
1119;5;210;White Christmas;Booker T. & The M.G.'s;https://www.youtube.com/watch?v=T3av7R3nIWE;True
1133;5;224;White Christmas;Tommy Emmanuel;https://www.youtube.com/watch?v=gMDsuEpD3Hg;False
1135;5;226;White Christmas;Giovanni Allevi;https://www.youtube.com/watch?v=iaBCiOsDokM;True
1144;5;235;Weisse Weihnacht;Claudia Jung;https://www.youtube.com/watch?v=lNXHhxBSXa8;True
1146;5;237;Bianco Natale;Peppino Di Capri;https://www.youtube.com/watch?v=31VIduAF6HY;True
1147;5;238;Bianco Natale;Rita Pavone;https://www.youtube.com/watch?v=rV-10FfXkk8;True
1151;6;0;Have Yourself a Merry Little Christmas;Judy Garland;https://www.youtube.com/watch?v=yudgy30Dd68;True
1152;6;1;Have Yourself a Merry Little Christmas;Judy Garland with Georgie Stoll and His Orchestra;https://www.youtube.com/watch?v=H1RXjoq3vlU;True
1153;6;2;Have Yourself a Merry Little Christmas;Frank Sinatra;https://www.youtube.com/watch?v=nZ6yQgBvuoI;True
1155;6;4;Have Yourself a Merry Little Christmas;Ella Fitzgerald;https://www.youtube.com/watch?v=9L5mPfpeXxk;True
1171;6;20;Have Yourself a Merry Little Christmas;Jackson 5;https://www.youtube.com/watch?v=7H0B__KibfU;False
1172;6;21;Have Yourself a Merry Little Christmas;Jim Nabors;https://www.youtube.com/watch?v=GMADCbcYpsA;True
1178;6;27;Have Yourself a Merry Little Christmas;The Pretenders;https://www.youtube.com/watch?v=QcQU3LYNZQc;True
1179;6;28;Have Yourself a Merry Little Christmas;John Denver;https://www.youtube.com/watch?v=9YHLmp5VyjA;True
1181;6;30;Have Yourself a Merry Little Christmas;Cliff Richard;https://www.youtube.com/watch?v=dkqv9secVkY;True
1190;6;39;Have Yourself a Merry Little Christmas;Michael Bolton;https://www.youtube.com/watch?v=S5xoCP9R3zM;True
1193;6;42;Have Yourself a Merry Little Christmas;Diana Krall;https://www.youtube.com/watch?v=VBtp_Gu6Ojs;False
1198;6;47;Have Yourself a Merry Little Christmas;Michael Ball;https://www.youtube.com/watch?v=CnJLgQFrc3c;True
1205;6;54;Have Yourself a Merry Little Christmas;Helen Reddy;https://www.youtube.com/watch?v=hXKQYXiXBqA;True
1212;6;61;Have Yourself a Merry Little Christmas;James Taylor;https://www.youtube.com/watch?v=IqYGtYunJus;True
1217;6;66;Have Yourself a Merry Little Christmas;Cecilia Dale;https://www.youtube.com/watch?v=ahzMY3vhA-s;True
1229;6;78;Have Yourself a Merry Little Christmas;Bette Midler;https://www.youtube.com/watch?v=4LSJrSRGomw;True
1245;6;94;Have Yourself a Merry Little Christmas;Tony Bennett featuring The Count Basie Big Band;https://www.youtube.com/watch?v=qDwBD5-7zBA;True
1247;6;96;Have Yourself a Merry Little Christmas;Anne Murray with Diana Krall;https://www.youtube.com/watch?v=FFnMXo0Muw0;True
1258;6;107;Have Yourself a Merry Little Christmas;Michael Bublé;https://www.youtube.com/watch?v=zSKKamK8kpI;True
1272;6;121;Have Yourself a Merry Little Christmas;Takács Kikolas és a Fool Moon;https://www.youtube.com/watch?v=0JN653HVH8c;True
1275;6;124;Have Yourself a Merry Little Christmas;Sam Tsui;https://www.youtube.com/watch?v=4_fiGdeX5DI;True
1281;6;130;Have Yourself a Merry Little Christmas;Greg Laswell;https://www.youtube.com/watch?v=nhLLoXsGq-c;False
1286;6;135;Have Yourself a Merry Little Christmas;Gregorian;https://www.youtube.com/watch?v=KS9ILEVR1q8;True
1287;6;136;Have Yourself a Merry Little Christmas;Blue Rodeo;https://www.youtube.com/watch?v=kqNHlj38yLo;True
1304;6;153;The Very Merry Little Christmas Medley;Haley & Michaels;https://www.youtube.com/watch?v=vvu7lmh6h94;True
1315;6;164;Have Yourself a Merry Little Christmas;Brett Eldredge;https://www.youtube.com/watch?v=nt0Cp1I3Cb8;True
1320;6;169;Have Yourself a Merry Little Christmas;Jordan Smith;https://www.youtube.com/watch?v=N86FgVI8P4c;True
1333;6;183;Have Yourself a Merry Little Christmas;Poncho Sanchez;https://www.youtube.com/watch?v=XnTbQpGEGTE;True
1342;7;1;The Christmas Song (Merry Christmas to You);Tony Martin with Earle Hagan and his Orchestra;https://www.youtube.com/watch?v=8B2ccFEOrB4;True
1343;7;2;The Christmas Song;Bing Crosby with The Ken Darby Singers;https://www.youtube.com/watch?v=QiuTJL9lGNE;True
1347;7;6;The Christmas Song;Jo Stafford;https://www.youtube.com/watch?v=Yh05dSzOlxk;True
1349;7;8;The Christmas Song;Frank Sinatra;https://www.youtube.com/watch?v=HC2PF9r9Nhs;True
1350;7;9;The Christmas Song;Johnny Mathis;https://www.youtube.com/watch?v=By3atIo0fJA;True
1352;7;11;The Christmas Song;The Ray Conniff Singers;https://www.youtube.com/watch?v=vJ5D6GDSHQU;True
1369;7;28;The Christmas Song;Johnny Adams;https://www.youtube.com/watch?v=Um-APFp-rFY;True
1373;7;32;The Christmas Song;Chuck Brown & The Soul Searchers;https://www.youtube.com/watch?v=5eAIcpQWJ-g;True
1382;7;41;The Christmas Song;Oleta Adams;https://www.youtube.com/watch?v=DonzcWkd7g0;False
1385;7;44;Christmas Song;Trace Adkins;https://www.youtube.com/watch?v=cgGqaqtj7Gg;False
1386;7;45;The Christmas Song;Billy Gilman;https://www.youtube.com/watch?v=nZZ8imzUFi0;True
1389;7;48;The Christmas Song (Chestnuts Roasting on an Open Fire);Deana Carter;https://www.youtube.com/watch?v=U_5wdDUu_Tg;False
1395;7;54;The Christmas Song;Lionel Richie;https://www.youtube.com/watch?v=Wgq_cqS57Rw;True
1400;7;59;The Christmas Song;akiko;https://www.youtube.com/watch?v=Ft5FISzGfkY;False
1405;7;64;The Christmas Song;Brian McKnight;https://www.youtube.com/watch?v=0P0IjcIbpiU;False
1406;7;65;The Christmas Song;The Isaacs;https://www.youtube.com/watch?v=CZwn98GAaSw;False
1432;7;92;Christmas Song;Ferrante & Teicher;https://www.youtube.com/watch?v=qjjqwqF6-qo;True
1433;7;93;Christmas Song;Arthur Lyman;https://www.youtube.com/watch?v=Ec1TrYFG2UU;True
1437;7;97;The Christmas Song;King Curtis;https://www.youtube.com/watch?v=m9wVkKuPIsM;True
1439;7;99;The Christmas Song (Chestnuts Roasting on an Open Fire);Charlie McCoy;https://www.youtube.com/watch?v=Vdtco2DFcWw;True
1451;8;0;Body and Soul;Jack Hylton and His Orchestra;https://www.youtube.com/watch?v=vA80b_stiLM;True
1455;8;4;Body and Soul;Elsie Carlisle;https://www.youtube.com/watch?v=XrvtSu9yxuo;True
1456;8;5;Body and Soul;Libby Holman;https://www.youtube.com/watch?v=lhCss3It8H0;True
1457;8;6;Body and Soul;Annette Hanshaw with Novelty Accompaniment;https://www.youtube.com/watch?v=AK2dDOlvvYg;True
1473;8;22;Body and Soul;Miriam Klein, Roy Eldridge, Dexter Gordon, Slide Hampton;https://www.youtube.com/watch?v=Pd_JdrjdBno;True
1477;8;26;Body and Soul;Cassandra Wilson;https://www.youtube.com/watch?v=S91oiNmSUlg;True
1489;8;38;Body and Soul;Anne Ducros;https://www.youtube.com/watch?v=dhqmrSHczyY;True
1514;8;63;Body and Soul;Bill Evans;https://www.youtube.com/watch?v=lTHfeTvipZQ;True
1516;8;65;Body and Soul;Grand Standard Orchestra;https://www.youtube.com/watch?v=zXCfsygida0;True
1519;8;68;Body and Soul;The Bob Thiele Collective;https://www.youtube.com/watch?v=d088aMWI340;True
1524;8;73;Body & Soul;Steve Grossman with Michel Petrucciani;https://www.youtube.com/watch?v=WXZm85A1AHE;True
1528;8;77;Body and Soul;Jason Moran;https://www.youtube.com/watch?v=BP5eieV-eH0;True
1536;8;85;Body and Soul;Gabriel Staznik;https://www.youtube.com/watch?v=wxWnrybRKj0;True
1538;8;87;Body and Soul;Eddie Jefferson;https://www.youtube.com/watch?v=sysuSXrC0xQ;False
1548;9;8;Over the Rainbow;Homer and Jethro;https://www.youtube.com/watch?v=crwzPRdLilQ;True
1549;9;9;Over the Rainbow;Rosemary Clooney and Harry James;https://www.youtube.com/watch?v=Vsm7tMbccDA;True
1551;9;11;Over the Rainbow;The Four Freshmen;https://www.youtube.com/watch?v=tBanBr3pa7A;True
1552;9;12;Over the Rainbow;Billy Ward and The Dominoes;https://www.youtube.com/watch?v=_sUq6XqJ9Pw;True
1558;9;18;Over the Rainbow;Gene Vincent and His Blue Caps;https://www.youtube.com/watch?v=4qYwMRNzA9I;True
1576;9;36;Over the Rainbow;Lou Donaldson;https://www.youtube.com/watch?v=nFhiWcKDrlk;True
1580;9;40;Over the Rainbow;Tom T. Hall;https://www.youtube.com/watch?v=M-4YFt7WxWQ;True
1587;9;47;Somewhere over the Rainbow;Lea Salonga;https://www.youtube.com/watch?v=-gHU1aIOps8;True
1589;9;49;Over the Rainbow;Patti LaBelle;https://www.youtube.com/watch?v=oFCBv62HcUc;True
1590;9;50;Over the Rainbow;Leon Russell & New Grass Revival;https://www.youtube.com/watch?v=GWEq3Cd2Lk4;True
1602;9;62;Over the Rainbow/What a Wonderful World;Israel Kamakawiwo'ole;https://www.youtube.com/watch?v=C9b3_1CcXtY;True
1605;9;65;Over the Rainbow;Eva Cassidy;https://www.youtube.com/watch?v=kdEQezu4aqg;True
1624;9;84;Over the Rainbow;Foggy Mountain Rockers;https://www.youtube.com/watch?v=zBDd2kuzjAQ;True
1629;9;89;Somewhere over the Rainbow/What a Wonderful World;Cliff Richard;https://www.youtube.com/watch?v=uDWDWaVsfZo;True
1640;9;100;Over the Rainbow;Eric Clapton;https://www.youtube.com/watch?v=3KvtbZzx1xs;True
1643;9;103;Over the Rainbow;Ray Charles with Johnny Mathis;https://www.youtube.com/watch?v=rF9tZGmG3Wk;True
1644;9;104;Somewhere over the Rainbow;Mägo de Oz;https://www.youtube.com/watch?v=tb7kH5-C6Gk;True
1652;9;112;Over the Rainbow;Katherine Jenkins;https://www.youtube.com/watch?v=CDjg01f2frk;True
1655;9;115;Somewhere over the Rainbow;Katharine McPhee;https://www.youtube.com/watch?v=it6vcq1Jzq0;True
1656;9;116;Over the Rainbow;Emi Fujita;https://www.youtube.com/watch?v=Kwu9ddQiVXU;True
1661;9;121;Over the Rainbow;Anne Ducros;https://www.youtube.com/watch?v=l2unrpQmzPY;True
1662;9;122;Over the Rainbow;Rufus Wainwright & Kate McGarrigle;https://www.youtube.com/watch?v=67qGqavLg_g;True
1674;9;134;Over the Rainbow;Enzo Enzo;https://www.youtube.com/watch?v=ZbFUSnzB7Vo;False
1676;9;136;Somewhere over the Rainbow;Hermes House Band;https://www.youtube.com/watch?v=r5Zu3sH3LZc;False
1678;9;138;Over the Rainbow;Glee Cast;https://www.youtube.com/watch?v=-wOouduq3Uk;True
1687;9;147;Over the Rainbow - When You Wish upon a Star;Carmen Monarcha;https://www.youtube.com/watch?v=RUFmH3zbR6s;True
1709;9;169;Over the Rainbow;Dorothy Donegan;https://www.youtube.com/watch?v=D-JlF3cC538;True
1717;9;177;Over the Rainbow;The Five Lords;https://www.youtube.com/watch?v=SXDPvcVm8vg;True
1718;9;178;Over the Rainbow;Fausto Papetti;https://www.youtube.com/watch?v=Xv3hmU-xutE;True
1726;9;186;Over the Rainbow;Maceo Parker;https://www.youtube.com/watch?v=WGJkTB7SdPg;True
